case_id,failure_mode,why_not_vehicle_shell,what_evidence_would_be_needed,manual_review_needed,not_allowed_conclusion
GTREF_GM_RM011_s0_2,single_part_no_shell,A single part cannot close a vehicle-scale shell.,Additional endpoint/edge/far-side relation at GT scale.,yes,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s273_frameadd_gm_rm011_000131_000273_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s273_frameadd_gm_rm011_000131_000273_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s273_frameadd_gm_rm011_000131_000273_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s273_frameadd_gm_rm011_000131_000273_04,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s274_frameadd_gm_rm011_000132_000274_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s274_frameadd_gm_rm011_000132_000274_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s274_frameadd_gm_rm011_000132_000274_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s274_saronly_gm_rm011_000274_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s275_frameadd_gm_rm011_000132_000275_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s275_frameadd_gm_rm011_000132_000275_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s275_frameadd_gm_rm011_000132_000275_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s275_saronly_gm_rm011_000275_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s276_frameadd_gm_rm011_000132_000276_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s276_frameadd_gm_rm011_000132_000276_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s276_frameadd_gm_rm011_000132_000276_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s276_saronly_gm_rm011_000276_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s277_frameadd_gm_rm011_000133_000277_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s277_frameadd_gm_rm011_000133_000277_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s277_frameadd_gm_rm011_000133_000277_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s277_saronly_gm_rm011_000277_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s278_frameadd_gm_rm011_000133_000278_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s278_frameadd_gm_rm011_000133_000278_02,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s278_frameadd_gm_rm011_000133_000278_03,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
GTREF_GM_RM011_s278_saronly_gm_rm011_000278_01,temporal_not_available,This reference-pool row is not part of the paired temporal object-stream probe.,Object-stream recovery or paired temporal review before temporal drift claims.,no,not revised GT; not final box; not selector; not identity truth; not GT-guided runtime prediction logic
