case_id,gt_id,scene,sar_frame,pool_type,gt_quality_label,gt_scale_valid,dominant_shell_pattern,shell_parts_used,n_atoms,n_vehicle_parts,n_shell_parts,shell_long_axis_span,shell_short_axis_span,shell_to_gt_width_ratio,shell_to_gt_height_ratio,shell_to_gt_area_ratio,gt_scale_compatible,baby_car_risk,shell_physical_interpretation,vehicle_shell_supported,manual_review_needed,posthoc_only,notes
GTREF_GM_RM011_s273_frameadd_gm_rm011_000131_000273_03,frameadd_gm_rm011_000131_000273_03,GM_RM011,273,gm011_waiting_object_stream,review_multi_structure,yes,bilateral_edges,SHELL_0406,6,2,1,45.356,28.287,0.6177,0.1618,0.1245,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s273_frameadd_gm_rm011_000131_000273_04,frameadd_gm_rm011_000131_000273_04,GM_RM011,273,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,81.68,39.235,1.0023,0.2139,0.139,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s274_frameadd_gm_rm011_000132_000274_01,frameadd_gm_rm011_000132_000274_01,GM_RM011,274,gm011_waiting_object_stream,review_extreme_aspect,no,weak_boundary_shell,body_block_or_part,7,1,0,40.575,31.863,0.5483,0.172,0.0481,uncertain,no,weak but structured boundary; manual review should check shell continuity.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s274_frameadd_gm_rm011_000132_000274_02,frameadd_gm_rm011_000132_000274_02,GM_RM011,274,gm011_waiting_object_stream,review_multi_structure,yes,bilateral_edges,SHELL_0409,6,2,1,49.908,36.87,0.6727,0.208,0.1202,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s274_frameadd_gm_rm011_000132_000274_03,frameadd_gm_rm011_000132_000274_03,GM_RM011,274,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,71.103,34.603,0.9608,0.1986,0.0703,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s274_saronly_gm_rm011_000274_01,saronly_gm_rm011_000274_01,GM_RM011,274,sar_only,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,83.419,38.109,1.038,0.2055,0.1392,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s275_frameadd_gm_rm011_000132_000275_01,frameadd_gm_rm011_000132_000275_01,GM_RM011,275,gm011_waiting_object_stream,review_multi_structure,yes,bilateral_edges,SHELL_0412,6,2,1,43.11,30.016,0.5654,0.1694,0.1164,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s275_frameadd_gm_rm011_000132_000275_02,frameadd_gm_rm011_000132_000275_02,GM_RM011,275,gm011_waiting_object_stream,review_extreme_aspect,no,bilateral_edges,SHELL_0413,6,2,1,41.049,26.833,0.5691,0.144,0.1088,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s275_frameadd_gm_rm011_000132_000275_03,frameadd_gm_rm011_000132_000275_03,GM_RM011,275,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,SHELL_0414,6,2,1,73.608,26.367,0.9654,0.1454,0.1173,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s275_saronly_gm_rm011_000275_02,saronly_gm_rm011_000275_02,GM_RM011,275,sar_only,good,yes,strip_plus_endpoint,body_block_or_part,3,1,0,83.619,40.117,1.0144,0.2212,0.1458,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s276_frameadd_gm_rm011_000132_000276_01,frameadd_gm_rm011_000132_000276_01,GM_RM011,276,gm011_waiting_object_stream,review_multi_structure,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,40.643,32.528,0.4931,0.1754,0.0666,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s276_frameadd_gm_rm011_000132_000276_02,frameadd_gm_rm011_000132_000276_02,GM_RM011,276,gm011_waiting_object_stream,review_extreme_aspect,no,weak_boundary_shell,body_block_or_part,7,1,0,43.216,28.502,0.584,0.1505,0.0358,uncertain,no,weak but structured boundary; manual review should check shell continuity.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s276_frameadd_gm_rm011_000132_000276_03,frameadd_gm_rm011_000132_000276_03,GM_RM011,276,gm011_waiting_object_stream,review_extreme_aspect,no,strip_plus_endpoint,body_block_or_part,7,1,0,70.713,31.118,0.9934,0.1714,0.0692,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s276_saronly_gm_rm011_000276_01,saronly_gm_rm011_000276_01,GM_RM011,276,sar_only,review_extreme_aspect,no,strip_plus_endpoint,SHELL_0419,6,2,1,59.223,27.758,0.8709,0.1548,0.1366,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s277_frameadd_gm_rm011_000133_000277_01,frameadd_gm_rm011_000133_000277_01,GM_RM011,277,gm011_waiting_object_stream,good,yes,bilateral_edges,SHELL_0420,6,2,1,38.777,23.939,0.494,0.1335,0.1036,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s277_frameadd_gm_rm011_000133_000277_02,frameadd_gm_rm011_000133_000277_02,GM_RM011,277,gm011_waiting_object_stream,review_extreme_aspect,no,bilateral_edges,SHELL_0421,6,2,1,51.908,26.783,0.691,0.1368,0.1077,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s277_frameadd_gm_rm011_000133_000277_03,frameadd_gm_rm011_000133_000277_03,GM_RM011,277,gm011_waiting_object_stream,review_too_large,no,bilateral_edges,side_ridge_or_strip;body_block_or_part,6,2,0,68.872,26.207,0.8795,0.1339,0.0697,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s277_saronly_gm_rm011_000277_01,saronly_gm_rm011_000277_01,GM_RM011,277,sar_only,good,yes,strip_plus_endpoint,C001,1,0,1,84.966,40.75,1.1144,0.2273,0.1661,yes,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s278_frameadd_gm_rm011_000133_000278_01,frameadd_gm_rm011_000133_000278_01,GM_RM011,278,gm011_waiting_object_stream,review_multi_structure,yes,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,36.791,30.731,0.5168,0.1888,0.0691,yes,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s278_frameadd_gm_rm011_000133_000278_02,frameadd_gm_rm011_000133_000278_02,GM_RM011,278,gm011_waiting_object_stream,good,yes,bilateral_edges,SHELL_0425,6,2,1,49.452,29.987,0.7058,0.1732,0.1159,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s278_frameadd_gm_rm011_000133_000278_03,frameadd_gm_rm011_000133_000278_03,GM_RM011,278,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,73.261,29.538,0.9116,0.1748,0.069,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s278_saronly_gm_rm011_000278_01,saronly_gm_rm011_000278_01,GM_RM011,278,sar_only,review_too_small,no,side_ridge_shell,C001,4,0,1,71.051,46.872,1.1122,0.3204,0.1949,uncertain,no,dominant lower_side ridge acts as body-side strip; opposite side may be weaker.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s279_frameadd_gm_rm011_000134_000279_01,frameadd_gm_rm011_000134_000279_01,GM_RM011,279,gm011_waiting_object_stream,review_extreme_aspect,no,bilateral_edges,body_block_or_part;body_block_or_part,6,2,0,36.48,24.491,0.5364,0.1432,0.0613,uncertain,no,discontinuous edge fragments form a possible long-axis body outline.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s279_frameadd_gm_rm011_000134_000279_02,frameadd_gm_rm011_000134_000279_02,GM_RM011,279,gm011_waiting_object_stream,good,yes,weak_boundary_shell,body_block_or_part,7,1,0,45.333,28.393,0.6575,0.1671,0.0505,uncertain,no,weak but structured boundary; manual review should check shell continuity.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s279_frameadd_gm_rm011_000134_000279_03,frameadd_gm_rm011_000134_000279_03,GM_RM011,279,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,70.63,29.923,1.0081,0.1838,0.0772,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s280_frameadd_gm_rm011_000134_000280_01,frameadd_gm_rm011_000134_000280_01,GM_RM011,280,gm011_waiting_object_stream,review_multi_structure,yes,strip_plus_endpoint,body_block_or_part,7,1,0,52.547,21.73,0.6616,0.1139,0.0357,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s280_frameadd_gm_rm011_000134_000280_02,frameadd_gm_rm011_000134_000280_02,GM_RM011,280,gm011_waiting_object_stream,review_multi_structure,yes,enclosed_shell,SHELL_0432,5,3,1,60.115,24.667,0.8083,0.1478,0.1249,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s280_frameadd_gm_rm011_000134_000280_03,frameadd_gm_rm011_000134_000280_03,GM_RM011,280,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,64.795,23.681,0.9079,0.1512,0.0639,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s282_frameadd_gm_rm011_000135_000282_01,frameadd_gm_rm011_000135_000282_01,GM_RM011,282,gm011_waiting_object_stream,review_multi_structure,yes,enclosed_shell,SHELL_0434,5,3,1,32.555,25.807,0.4697,0.1536,0.1279,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s282_frameadd_gm_rm011_000135_000282_02,frameadd_gm_rm011_000135_000282_02,GM_RM011,282,gm011_waiting_object_stream,good,yes,bilateral_edges,SHELL_0435,6,2,1,46.683,22.946,0.6123,0.1237,0.1097,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s282_frameadd_gm_rm011_000135_000282_03,frameadd_gm_rm011_000135_000282_03,GM_RM011,282,gm011_waiting_object_stream,review_extreme_aspect,no,strip_plus_endpoint,body_block_or_part,7,1,0,61.769,22.723,0.8286,0.1225,0.0488,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s283_frameadd_gm_rm011_000136_000283_01,frameadd_gm_rm011_000136_000283_01,GM_RM011,283,gm011_waiting_object_stream,good,yes,bilateral_edges,SHELL_0437,6,2,1,32.459,23.381,0.4633,0.1367,0.1186,yes,no,discontinuous edge fragments form a possible long-axis body outline.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s283_frameadd_gm_rm011_000136_000283_02,frameadd_gm_rm011_000136_000283_02,GM_RM011,283,gm011_waiting_object_stream,good,yes,enclosed_shell,SHELL_0438,4,4,1,62.946,18.939,0.882,0.117,0.1223,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s283_frameadd_gm_rm011_000136_000283_03,frameadd_gm_rm011_000136_000283_03,GM_RM011,283,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,62.377,26.572,0.8388,0.1592,0.0593,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s284_frameadd_gm_rm011_000136_000284_01,frameadd_gm_rm011_000136_000284_01,GM_RM011,284,gm011_waiting_object_stream,good,yes,enclosed_shell,SHELL_0440,5,3,1,55.795,28.337,0.7229,0.1618,0.1112,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,no,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s284_frameadd_gm_rm011_000136_000284_02,frameadd_gm_rm011_000136_000284_02,GM_RM011,284,gm011_waiting_object_stream,review_multi_structure,yes,enclosed_shell,SHELL_0441,5,3,1,39.324,14.617,0.5438,0.0933,0.1068,yes,no,multiple parts surround a GT-scale body extent as a posthoc shell hypothesis.,yes,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
GTREF_GM_RM011_s284_frameadd_gm_rm011_000136_000284_03,frameadd_gm_rm011_000136_000284_03,GM_RM011,284,gm011_waiting_object_stream,good,yes,strip_plus_endpoint,body_block_or_part,7,1,0,59.328,19.944,0.7821,0.1167,0.0495,uncertain,no,side strip plus endpoint/corner hotspot forms a vehicle-scale shell cue.,uncertain,yes,yes,"Physical shell grammar is posthoc. Human contour marks are reference language only; not revised GT, final box, selector, or identity truth."
